ranking,,global_ranking,school_name,country,area,subject_score,global_score,enrollment,url
363,biology-biochemistry,441,Hanyang University,South Korea,Seoul,33.9,53.4,N/A,https://www.usnews.com/education/best-global-universities/hanyang-university-500484
364,biology-biochemistry,860,Southern Medical University - China,China,Guangzhou,33.9,41.8,N/A,https://www.usnews.com/education/best-global-universities/southern-medical-university-china-529257
365,biology-biochemistry,"1,027",Harbin Medical University,China,Harbin,33.8,38.2,N/A,https://www.usnews.com/education/best-global-universities/harbin-medical-university-502045
366,biology-biochemistry,304,La Trobe University,Australia,Melbourne (Australia),33.8,58.1,"21,663",https://www.usnews.com/education/best-global-universities/la-trobe-university-501305
367,biology-biochemistry,191,University of Waterloo,Canada,Waterloo,33.6,63.5,"34,306",https://www.usnews.com/education/best-global-universities/university-of-waterloo-499966
368,biology-biochemistry,171,Queensland University of Technology (QUT),Australia,Brisbane,33.5,64.7,"37,165",https://www.usnews.com/education/best-global-universities/queensland-university-of-technology-qut-504619
369,biology-biochemistry,688,Ecole Pratique des Hautes Etudes (EPHE),France,Paris,33.4,46,N/A,https://www.usnews.com/education/best-global-universities/ecole-pratique-des-hautes-etudes-ephe-528930
370,biology-biochemistry,333,Medical University of Graz,Austria,Graz,33.4,56.8,N/A,https://www.usnews.com/education/best-global-universities/medical-university-of-graz-501562
371,biology-biochemistry,413,Universite de Lorraine,France,Nancy,33.4,54.1,"61,235",https://www.usnews.com/education/best-global-universities/universite-de-lorraine-529568
372,biology-biochemistry,540,Jinan University,China,Guangzhou,33.3,50,N/A,https://www.usnews.com/education/best-global-universities/jinan-university-505051
373,biology-biochemistry,226,Karlsruhe Institute of Technology,Germany,Karlsruhe,33.3,61.6,"22,689",https://www.usnews.com/education/best-global-universities/karlsruhe-institute-of-technology-502442
374,biology-biochemistry,192,Macquarie University,Australia,North Ryde,33.3,63.4,"30,561",https://www.usnews.com/education/best-global-universities/macquarie-university-502013
375,biology-biochemistry,234,Southeast University - China,China,Nanjing,33.3,61.3,"37,491",https://www.usnews.com/education/best-global-universities/southeast-university-china-505648
376,biology-biochemistry,250,National & Kapodistrian University of Athens,Greece,Athens (Greece),33.2,60.6,N/A,https://www.usnews.com/education/best-global-universities/national-kapodistrian-university-of-athens-504988
377,biology-biochemistry,653,Semmelweis University,Hungary,Budapest,33.1,46.8,"9,860",https://www.usnews.com/education/best-global-universities/semmelweis-university-502811
378,biology-biochemistry,146,University of Liverpool,United Kingdom,Liverpool,33.1,66.6,"27,145",https://www.usnews.com/education/best-global-universities/university-of-liverpool-506611
379,biology-biochemistry,736,Norwegian University of Life Sciences,Norway,As,33,44.7,N/A,https://www.usnews.com/education/best-global-universities/norwegian-university-of-life-sciences-528819
380,biology-biochemistry,643,Beijing University of Technology,China,Beijing,32.9,47.1,N/A,https://www.usnews.com/education/best-global-universities/beijing-university-of-technology-505552
381,biology-biochemistry,441,COMSATS University Islamabad (CUI),Pakistan,Islamabad,32.9,53.4,N/A,https://www.usnews.com/education/best-global-universities/comsats-university-islamabad-cui-529200
382,biology-biochemistry,483,Nanjing Agricultural University,China,Nanjing,32.9,52,"28,184",https://www.usnews.com/education/best-global-universities/nanjing-agricultural-university-506399
383,biology-biochemistry,504,Universiti Sains Malaysia,Malaysia,Penang,32.9,51.1,"23,492",https://www.usnews.com/education/best-global-universities/universiti-sains-malaysia-528826
384,biology-biochemistry,95,Hong Kong University of Science & Technology,Hong Kong,Hong Kong,32.7,70.6,"9,864",https://www.usnews.com/education/best-global-universities/hong-kong-university-of-science-technology-503260
385,biology-biochemistry,459,University of Belgrade,Serbia,Belgrade,32.7,53,N/A,https://www.usnews.com/education/best-global-universities/university-of-belgrade-500616
386,biology-biochemistry,884,Capital Medical University,China,Beijing,32.6,41.2,N/A,https://www.usnews.com/education/best-global-universities/capital-medical-university-504555
387,biology-biochemistry,"1,129",Guangzhou Medical University,China,Guangzhou,32.6,35.9,N/A,https://www.usnews.com/education/best-global-universities/guangzhou-medical-university-529307
388,biology-biochemistry,605,Masaryk University Brno,Czech Republic,Brno,32.6,48.2,"32,271",https://www.usnews.com/education/best-global-universities/masaryk-university-brno-506917
389,biology-biochemistry,379,University of Macau,Macau,Taipa,32.6,55,"10,460",https://www.usnews.com/education/best-global-universities/university-of-macau-528951
390,biology-biochemistry,203,Griffith University,Australia,Nathan,32.5,62.8,"35,900",https://www.usnews.com/education/best-global-universities/griffith-university-501686
391,biology-biochemistry,330,University of East Anglia,United Kingdom,Norwich,32.5,57,"16,245",https://www.usnews.com/education/best-global-universities/university-of-east-anglia-503561
392,biology-biochemistry,311,Soochow University - China,China,Suzhou,32.4,57.9,"49,131",https://www.usnews.com/education/best-global-universities/soochow-university-china-506714
393,biology-biochemistry,852,"Universidad de la Republica, Uruguay",Uruguay,Montevideo,32.4,42,N/A,https://www.usnews.com/education/best-global-universities/universidad-de-la-republica-uruguay-530030
394,biology-biochemistry,309,University of Connecticut,United States,Storrs,32.1,58,"27,752",https://www.usnews.com/education/best-global-universities/university-of-connecticut-129020
395,biology-biochemistry,517,University of Zagreb,Croatia,Zagreb,32.1,50.6,"65,436",https://www.usnews.com/education/best-global-universities/university-of-zagreb-502783
396,biology-biochemistry,717,Indian Institute of Technology (IIT) - Delhi,India,New Delhi,32,45.3,"9,794",https://www.usnews.com/education/best-global-universities/indian-institute-of-technology-iit-delhi-500856
397,biology-biochemistry,558,University of Konstanz,Germany,Konstanz,32,49.4,"5,758",https://www.usnews.com/education/best-global-universities/university-of-konstanz-504712
398,biology-biochemistry,667,Hiroshima University,Japan,Hiroshima,31.9,46.5,"14,612",https://www.usnews.com/education/best-global-universities/hiroshima-university-502589
399,biology-biochemistry,300,University of Genoa,Italy,Genoa,31.8,58.2,"20,263",https://www.usnews.com/education/best-global-universities/university-of-genoa-503778
400,biology-biochemistry,256,University of Trento,Italy,Trento,31.8,60.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-trento-504044
401,biology-biochemistry,363,Aristotle University of Thessaloniki,Greece,Thessaloniki,31.7,55.6,"49,840",https://www.usnews.com/education/best-global-universities/aristotle-university-of-thessaloniki-506056
402,biology-biochemistry,"1,113",China Medical University,China,Shenyang,31.7,36.3,N/A,https://www.usnews.com/education/best-global-universities/china-medical-university-506215
403,biology-biochemistry,487,Universidade Nova de Lisboa,Portugal,Lisbon,31.7,51.7,"20,996",https://www.usnews.com/education/best-global-universities/universidade-nova-de-lisboa-506121
404,biology-biochemistry,884,Tokyo Medical & Dental University (TMDU),Japan,Tokyo,31.6,41.2,N/A,https://www.usnews.com/education/best-global-universities/tokyo-medical-dental-university-tmdu-505893
405,biology-biochemistry,520,Kyung Hee University,South Korea,Seoul,31.5,50.5,"20,504",https://www.usnews.com/education/best-global-universities/kyung-hee-university-501161
406,biology-biochemistry,472,Texas Tech University,United States,Lubbock,31.5,52.4,"35,809",https://www.usnews.com/education/best-global-universities/texas-tech-university-229115
407,biology-biochemistry,739,Al Azhar University,Egypt,Cairo,31.4,44.6,N/A,https://www.usnews.com/education/best-global-universities/al-azhar-university-508017
408,biology-biochemistry,269,Beijing Normal University,China,Beijing,31.4,59.7,N/A,https://www.usnews.com/education/best-global-universities/beijing-normal-university-506588
409,biology-biochemistry,263,Iowa State University,United States,Ames,31.4,60,N/A,https://www.usnews.com/education/best-global-universities/iowa-state-university-153603
410,biology-biochemistry,295,Queens University Belfast,United Kingdom,Belfast,31.4,58.6,"20,195",https://www.usnews.com/education/best-global-universities/queens-university-belfast-505350
411,biology-biochemistry,977,Shiraz University of Medical Science,Iran,Shiraz,31.4,39.2,N/A,https://www.usnews.com/education/best-global-universities/shiraz-university-of-medical-science-529286
412,biology-biochemistry,273,Aalto University,Finland,Esbo,31.2,59.5,"13,306",https://www.usnews.com/education/best-global-universities/aalto-university-503645
413,biology-biochemistry,611,Montana State University Bozeman,United States,Bozeman,31.1,48.1,"14,094",https://www.usnews.com/education/best-global-universities/montana-state-university-bozeman-180461
414,biology-biochemistry,487,University of Eastern Finland,Finland,Joensuu,31.1,51.7,"11,898",https://www.usnews.com/education/best-global-universities/university-of-eastern-finland-504471
415,biology-biochemistry,409,University of Nebraska Lincoln,United States,Lincoln (U.S.),31.1,54.2,"25,055",https://www.usnews.com/education/best-global-universities/university-of-nebraska-lincoln-181464
416,biology-biochemistry,844,Chonnam National University,South Korea,Gwangju,31,42.2,"24,436",https://www.usnews.com/education/best-global-universities/chonnam-national-university-503755
417,biology-biochemistry,379,Chongqing University,China,Chongqing,30.7,55,"40,696",https://www.usnews.com/education/best-global-universities/chongqing-university-505768
418,biology-biochemistry,"1,600",University of Karachi,Pakistan,Karachi,30.7,25.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-karachi-529273
419,biology-biochemistry,452,University of Pretoria,South Africa,Hatfied (South Africa),30.7,53.1,"36,493",https://www.usnews.com/education/best-global-universities/university-of-pretoria-501543
420,biology-biochemistry,662,Ocean University of China,China,Qingdao,30.6,46.6,N/A,https://www.usnews.com/education/best-global-universities/ocean-university-of-china-502491
421,biology-biochemistry,907,Taipei Medical University,Taiwan,Taipei City,30.5,40.8,N/A,https://www.usnews.com/education/best-global-universities/taipei-medical-university-501451
422,biology-biochemistry,463,Wake Forest University,United States,Winston-Salem,30.5,52.8,N/A,https://www.usnews.com/education/best-global-universities/wake-forest-university-199847
423,biology-biochemistry,615,Medical College of Wisconsin,United States,Milwaukee,30.4,48,N/A,https://www.usnews.com/education/best-global-universities/medical-college-of-wisconsin-239169
424,biology-biochemistry,267,Aalborg University,Denmark,Aalborg,30.3,59.8,"16,818",https://www.usnews.com/education/best-global-universities/aalborg-university-501276
425,biology-biochemistry,835,Yokohama City University,Japan,Yokohama,30.3,42.3,N/A,https://www.usnews.com/education/best-global-universities/yokohama-city-university-529035
426,biology-biochemistry,702,South China Agricultural University,China,Guangzhou,30.2,45.6,N/A,https://www.usnews.com/education/best-global-universities/south-china-agricultural-university-529032
427,biology-biochemistry,304,Technical University of Berlin,Germany,Berlin,30.1,58.1,"20,243",https://www.usnews.com/education/best-global-universities/technical-university-of-berlin-506357
428,biology-biochemistry,"1,088","Jawaharlal Nehru University, New Delhi",India,New Delhi,30,36.8,N/A,https://www.usnews.com/education/best-global-universities/jawaharlal-nehru-university-new-delhi-529031
429,biology-biochemistry,309,Temple University,United States,Philadelphia,30,58,"35,641",https://www.usnews.com/education/best-global-universities/temple-university-216339
430,biology-biochemistry,175,University of Sussex,United Kingdom,Brighton,30,64.2,"18,015",https://www.usnews.com/education/best-global-universities/university-of-sussex-503906
431,biology-biochemistry,475,Justus Liebig University Giessen,Germany,Giessen,29.9,52.3,N/A,https://www.usnews.com/education/best-global-universities/justus-liebig-university-giessen-500790
432,biology-biochemistry,912,Yeungnam University,South Korea,Gyeongsan,29.8,40.7,"19,345",https://www.usnews.com/education/best-global-universities/yeungnam-university-504367
433,biology-biochemistry,160,Curtin University,Australia,Bentley,29.7,65.8,"29,999",https://www.usnews.com/education/best-global-universities/curtin-university-503377
434,biology-biochemistry,564,Ecole Normale Superieure de Lyon (ENS de LYON),France,Lyon,29.7,49.2,N/A,https://www.usnews.com/education/best-global-universities/ecole-normale-superieure-de-lyon-ens-de-lyon-503874
435,biology-biochemistry,"1,167",Tianjin Medical University,China,Tianjin,29.7,34.9,N/A,https://www.usnews.com/education/best-global-universities/tianjin-medical-university-529011
436,biology-biochemistry,432,Universita degli Studi di Bari Aldo Moro,Italy,Bari,29.7,53.6,"42,689",https://www.usnews.com/education/best-global-universities/universita-degli-studi-di-bari-aldo-moro-505560
437,biology-biochemistry,520,University of Sevilla,Spain,Seville,29.7,50.5,"49,155",https://www.usnews.com/education/best-global-universities/university-of-sevilla-502822
438,biology-biochemistry,468,University of Verona,Italy,Verona,29.7,52.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-verona-503896
439,biology-biochemistry,579,Auburn University,United States,Auburn,29.6,48.8,"27,512",https://www.usnews.com/education/best-global-universities/auburn-university-100858
440,biology-biochemistry,953,Augusta University,United States,Augusta,29.6,39.8,N/A,https://www.usnews.com/education/best-global-universities/augusta-university-482149
441,biology-biochemistry,826,Banaras Hindu University (BHU),India,Varanasi,29.6,42.4,N/A,https://www.usnews.com/education/best-global-universities/banaras-hindu-university-bhu-503462
442,biology-biochemistry,844,Jiangsu University,China,Zhenjiang,29.6,42.2,"35,687",https://www.usnews.com/education/best-global-universities/jiangsu-university-501438
443,biology-biochemistry,304,University of Kansas,United States,Lawrence,29.6,58.1,"24,147",https://www.usnews.com/education/best-global-universities/university-of-kansas-155317
444,biology-biochemistry,826,Graduate University for Advanced Studies - Japan,Japan,Hayama,29.4,42.4,N/A,https://www.usnews.com/education/best-global-universities/graduate-university-for-advanced-studies-japan-528948
445,biology-biochemistry,"1,049",Konkuk University,South Korea,Seoul,29.4,37.6,N/A,https://www.usnews.com/education/best-global-universities/konkuk-university-503911
446,biology-biochemistry,452,Tata Institute of Fundamental Research (TIFR),India,Mumbai,29.4,53.1,N/A,https://www.usnews.com/education/best-global-universities/tata-institute-of-fundamental-research-tifr-529777
447,biology-biochemistry,676,University of Zaragoza,Spain,Zaragoza,29.4,46.3,"28,083",https://www.usnews.com/education/best-global-universities/university-of-zaragoza-502343
448,biology-biochemistry,"1,291",Wenzhou Medical University,China,Wenzhou,29.2,32.3,N/A,https://www.usnews.com/education/best-global-universities/wenzhou-medical-university-529262
449,biology-biochemistry,450,Tulane University,United States,New Orleans,29.1,53.2,"11,220",https://www.usnews.com/education/best-global-universities/tulane-university-160755
450,biology-biochemistry,759,Nanjing Forestry University,China,Nanjing,29,44.2,N/A,https://www.usnews.com/education/best-global-universities/nanjing-forestry-university-529506
451,biology-biochemistry,466,University of Basque Country,Spain,Leioa,28.9,52.7,"43,018",https://www.usnews.com/education/best-global-universities/university-of-basque-country-502718
452,biology-biochemistry,295,University of Pavia,Italy,Pavia,28.9,58.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-pavia-502948
453,biology-biochemistry,"1,066",Niigata University,Japan,Niigata,28.8,37.3,N/A,https://www.usnews.com/education/best-global-universities/niigata-university-504351
454,biology-biochemistry,271,Shenzhen University,China,Shenzhen,28.8,59.6,"38,240",https://www.usnews.com/education/best-global-universities/shenzhen-university-529041
455,biology-biochemistry,394,National Tsing Hua University,Taiwan,Hsinchu,28.7,54.6,"13,030",https://www.usnews.com/education/best-global-universities/national-tsing-hua-university-501245
456,biology-biochemistry,461,University of Catania,Italy,Catania,28.7,52.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-catania-504106
457,biology-biochemistry,317,University of South Florida,United States,Tampa,28.6,57.6,"39,907",https://www.usnews.com/education/best-global-universities/university-of-south-florida-137351
458,biology-biochemistry,439,Virginia Commonwealth University,United States,Richmond,28.6,53.5,N/A,https://www.usnews.com/education/best-global-universities/virginia-commonwealth-university-234030
459,biology-biochemistry,717,University of Delhi,India,New Delhi,28.5,45.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-delhi-504916
460,biology-biochemistry,452,University of Potsdam,Germany,Potsdam (Germany),28.5,53.1,N/A,https://www.usnews.com/education/best-global-universities/university-of-potsdam-505430
461,biology-biochemistry,261,Dartmouth College,United States,Hanover,28.4,60.1,"6,440",https://www.usnews.com/education/best-global-universities/dartmouth-college-182670
462,biology-biochemistry,764,Indian Institute of Technology (IIT) - Kharagpur,India,Kharagpur,28.4,44.1,N/A,https://www.usnews.com/education/best-global-universities/indian-institute-of-technology-iit-kharagpur-500533
463,biology-biochemistry,447,Mansoura University,Egypt,Mansoura,28.4,53.3,N/A,https://www.usnews.com/education/best-global-universities/mansoura-university-508398
464,biology-biochemistry,561,Universita di Modena e Reggio Emilia,Italy,Modena,28.4,49.3,N/A,https://www.usnews.com/education/best-global-universities/universita-di-modena-e-reggio-emilia-501966
465,biology-biochemistry,639,Comenius University Bratislava,Slovakia,Bratislava,28.3,47.2,"21,788",https://www.usnews.com/education/best-global-universities/comenius-university-bratislava-500702
466,biology-biochemistry,708,Tarbiat Modares University,Iran,Tehran,28.3,45.5,N/A,https://www.usnews.com/education/best-global-universities/tarbiat-modares-university-528825
467,biology-biochemistry,385,University of Perugia,Italy,Perugia,28.3,54.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-perugia-504697
468,biology-biochemistry,372,University of Manitoba,Canada,Winnipeg,28.2,55.2,"29,561",https://www.usnews.com/education/best-global-universities/university-of-manitoba-503954
469,biology-biochemistry,"1,309",Nanjing University of Chinese Medicine,China,Nanjing,28.1,32,N/A,https://www.usnews.com/education/best-global-universities/nanjing-university-of-chinese-medicine-529308
470,biology-biochemistry,313,University of Granada,Spain,Granada,27.8,57.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-granada-505316
471,biology-biochemistry,314,Vita-Salute San Raffaele University,Italy,Milan,27.8,57.7,N/A,https://www.usnews.com/education/best-global-universities/vita-salute-san-raffaele-university-501347
472,biology-biochemistry,439,Hannover Medical School,Germany,Hannover,27.7,53.5,N/A,https://www.usnews.com/education/best-global-universities/hannover-medical-school-503226
473,biology-biochemistry,583,Indian Institute of Technology (IIT) - Bombay,India,Mumbai,27.7,48.7,N/A,https://www.usnews.com/education/best-global-universities/indian-institute-of-technology-iit-bombay-501259
474,biology-biochemistry,816,Universidade Federal do Parana,Brazil,Curitiba,27.7,42.6,N/A,https://www.usnews.com/education/best-global-universities/universidade-federal-do-parana-503933
475,biology-biochemistry,265,Virginia Polytechnic Institute & State University,United States,Blacksburg,27.7,59.9,"36,512",https://www.usnews.com/education/best-global-universities/virginia-polytechnic-institute-state-university-233921
476,biology-biochemistry,"1,155",Northeast Agricultural University - China,China,Harbin,27.6,35.2,N/A,https://www.usnews.com/education/best-global-universities/northeast-agricultural-university-china-529520
477,biology-biochemistry,231,University of Newcastle,Australia,Callaghan,27.5,61.4,N/A,https://www.usnews.com/education/best-global-universities/university-of-newcastle-500363
478,biology-biochemistry,801,Vilnius University,Lithuania,Vilnius,27.5,43.2,N/A,https://www.usnews.com/education/best-global-universities/vilnius-university-503315
479,biology-biochemistry,392,Dalian University of Technology,China,Dalian,27.3,54.7,N/A,https://www.usnews.com/education/best-global-universities/dalian-university-of-technology-500236
480,biology-biochemistry,667,Kyungpook National University,South Korea,Daegu,27.3,46.5,"18,892",https://www.usnews.com/education/best-global-universities/kyungpook-national-university-506312
481,biology-biochemistry,698,Rensselaer Polytechnic Institute,United States,Troy,27.3,45.7,N/A,https://www.usnews.com/education/best-global-universities/rensselaer-polytechnic-institute-194824
482,biology-biochemistry,"1,113",Air Force Military Medical University,China,Xi'an,27.2,36.3,N/A,https://www.usnews.com/education/best-global-universities/air-force-military-medical-university-506665
483,biology-biochemistry,"1,116",Ajou University,South Korea,Suwon,27.2,36.2,"7,574",https://www.usnews.com/education/best-global-universities/ajou-university-504876
484,biology-biochemistry,186,University of Wollongong,Australia,Wollongong,27.2,63.6,"19,169",https://www.usnews.com/education/best-global-universities/university-of-wollongong-503195
485,biology-biochemistry,"1,258",Army Medical University,China,Shapingba,27.1,33.1,N/A,https://www.usnews.com/education/best-global-universities/army-medical-university-503729
486,biology-biochemistry,794,Qingdao University,China,Qingdao,27.1,43.3,"42,809",https://www.usnews.com/education/best-global-universities/qingdao-university-529026
487,biology-biochemistry,667,University of Texas Medical Branch Galveston,United States,Galveston,27.1,46.5,N/A,https://www.usnews.com/education/best-global-universities/university-of-texas-medical-branch-galveston-228653
488,biology-biochemistry,605,Indian Institute of Technology (IIT) - Madras,India,Chennai,27,48.2,N/A,https://www.usnews.com/education/best-global-universities/indian-institute-of-technology-iit-madras-502278
489,biology-biochemistry,487,University of Bielefeld,Germany,Bielefeld,27,51.7,"24,875",https://www.usnews.com/education/best-global-universities/university-of-bielefeld-504564
490,biology-biochemistry,948,Beijing Forestry University,China,Beijing,26.9,39.9,N/A,https://www.usnews.com/education/best-global-universities/beijing-forestry-university-528815
491,biology-biochemistry,935,China Pharmaceutical University,China,Nanjing,26.9,40.1,"24,270",https://www.usnews.com/education/best-global-universities/china-pharmaceutical-university-502614
492,biology-biochemistry,400,Tampere University,Finland,Tampere,26.9,54.4,N/A,https://www.usnews.com/education/best-global-universities/tampere-university-501054
493,biology-biochemistry,693,University of Graz,Austria,Graz,26.9,45.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-graz-505072
494,biology-biochemistry,370,University of Kwazulu Natal,South Africa,Durban,26.9,55.3,"33,855",https://www.usnews.com/education/best-global-universities/university-of-kwazulu-natal-504296
495,biology-biochemistry,590,Ben Gurion University,Israel,Beer-Sheva,26.8,48.5,"16,468",https://www.usnews.com/education/best-global-universities/ben-gurion-university-501902
496,biology-biochemistry,432,Medical University of South Carolina,United States,Charleston,26.8,53.6,N/A,https://www.usnews.com/education/best-global-universities/medical-university-of-south-carolina-218335
497,biology-biochemistry,507,China Medical University Taiwan,Taiwan,Taichung,26.7,51,"7,284",https://www.usnews.com/education/best-global-universities/china-medical-university-taiwan-503180
498,biology-biochemistry,421,Shanghai University,China,Shanghai,26.7,53.9,"37,499",https://www.usnews.com/education/best-global-universities/shanghai-university-504274
499,biology-biochemistry,611,Palacky University Olomouc,Czech Republic,Olomouc,26.5,48.1,"18,774",https://www.usnews.com/education/best-global-universities/palacky-university-olomouc-506534
500,biology-biochemistry,478,Universite Cote d'Azur,France,Nice,26.4,52.2,N/A,https://www.usnews.com/education/best-global-universities/universite-cote-dazur-529682
