subject_ranking,subject_name,global_ranking,school_name,country,area,subject_score,global_score,enrollment,url
883,engineering,977,Universidade Federal do Ceara,Brazil,Fortaleza,29.5,39.2,N/A,https://www.usnews.com/education/best-global-universities/universidade-federal-do-ceara-503817
884,engineering,739,Universite de Bretagne Occidentale,France,Brittany,29.5,44.6,N/A,https://www.usnews.com/education/best-global-universities/universite-de-bretagne-occidentale-529145
885,engineering,653,Universite Paris-Est-Creteil-Val-de-Marne (UPEC),France,Creteil,29.5,46.8,N/A,https://www.usnews.com/education/best-global-universities/universite-paris-est-creteil-val-de-marne-upec-528863
886,engineering,"1,158",Free University of Bozen-Bolzano,Italy,Bolzano,29.4,35.1,N/A,https://www.usnews.com/education/best-global-universities/free-university-of-bozen-bolzano-529990
887,engineering,"1,291",Lakehead University,Canada,Thunder Bay,29.4,32.3,N/A,https://www.usnews.com/education/best-global-universities/lakehead-university-529172
888,engineering,"1,691",University Science & Technology Houari Boumediene,Algeria,Algiers,29.4,23.2,N/A,https://www.usnews.com/education/best-global-universities/university-science-technology-houari-boumediene-529820
889,engineering,"1,718",China Jiliang University,China,Hangzhou,29.3,22.6,N/A,https://www.usnews.com/education/best-global-universities/china-jiliang-university-529306
890,engineering,"1,835",University of Tunku Abdul Rahman,Malaysia,Kampar,29.3,18.5,N/A,https://www.usnews.com/education/best-global-universities/university-of-tunku-abdul-rahman-529814
891,engineering,"1,658",Shaoxing University,China,Shaoxing,29.2,24.3,N/A,https://www.usnews.com/education/best-global-universities/shaoxing-university-530004
892,engineering,"1,072",University of Akron,United States,Akron,29.2,37.2,N/A,https://www.usnews.com/education/best-global-universities/university-of-akron-200800
893,engineering,"1,483","International Islamic University, Pakistan",Pakistan,Islamabad,29,28.1,N/A,https://www.usnews.com/education/best-global-universities/international-islamic-university-pakistan-530049
894,engineering,"1,854",Shenyang Aerospace University,China,Shenyang,29,17.9,N/A,https://www.usnews.com/education/best-global-universities/shenyang-aerospace-university-529849
895,engineering,"1,095",Tokyo University of Science,Japan,Tokyo,29,36.7,N/A,https://www.usnews.com/education/best-global-universities/tokyo-university-of-science-503707
896,engineering,679,Peter the Great St. Petersburg Polytechnic University,Russia,St. Petersburg,28.9,46.2,N/A,https://www.usnews.com/education/best-global-universities/peter-the-great-st-petersburg-polytechnic-university-529065
897,engineering,"1,647",Sakarya University,Turkey,Serdivan,28.9,24.5,"40,331",https://www.usnews.com/education/best-global-universities/sakarya-university-529484
898,engineering,"1,526",Yokohama National University,Japan,Yokohama,28.9,27.1,"9,714",https://www.usnews.com/education/best-global-universities/yokohama-national-university-529211
899,engineering,,Zhejiang University of Finance & Economics,China,Hangzhou,28.9,N/A,N/A,https://www.usnews.com/education/best-global-universities/zhejiang-university-of-finance-economics-529822
900,engineering,"1,908",North China University of Water Resources & Electric Power,China,Zhengzhou,28.7,15.1,N/A,https://www.usnews.com/education/best-global-universities/north-china-university-of-water-resources-electric-power-529824
901,engineering,"1,868",Xiamen University of Technology,China,Xiamen,28.7,17.4,N/A,https://www.usnews.com/education/best-global-universities/xiamen-university-of-technology-529817
902,engineering,835,Chiba University,Japan,Chiba-shi,28.6,42.3,N/A,https://www.usnews.com/education/best-global-universities/chiba-university-503793
903,engineering,475,Moscow Institute of Physics & Technology,Russia,Dolgoprudny,28.6,52.3,"6,083",https://www.usnews.com/education/best-global-universities/moscow-institute-of-physics-technology-528929
904,engineering,"1,008",Northeast Normal University - China,China,Changchun,28.5,38.6,"30,310",https://www.usnews.com/education/best-global-universities/northeast-normal-university-china-503882
905,engineering,"1,597",Universite de Technologie de Compiegne,France,Compiegne,28.5,25.7,N/A,https://www.usnews.com/education/best-global-universities/universite-de-technologie-de-compiegne-529344
906,engineering,"1,668",Suleyman Demirel University,Turkey,Isparta,28.4,24,"38,998",https://www.usnews.com/education/best-global-universities/suleyman-demirel-university-528971
907,engineering,"1,542",Henan Normal University,China,Xinxiang,28.3,26.9,N/A,https://www.usnews.com/education/best-global-universities/henan-normal-university-529271
908,engineering,"1,261",Kangwon National University,South Korea,Chuncheon-si,28.3,33,N/A,https://www.usnews.com/education/best-global-universities/kangwon-national-university-500476
909,engineering,"1,208",Universidad de Santiago de Chile,Chile,Santiago,28.3,34.2,N/A,https://www.usnews.com/education/best-global-universities/universidad-de-santiago-de-chile-529177
910,engineering,212,University of Valencia,Spain,Valencia,28.3,62.4,"50,575",https://www.usnews.com/education/best-global-universities/university-of-valencia-504510
911,engineering,,Fujian University of Technology,China,Fuzhou,28.2,N/A,N/A,https://www.usnews.com/education/best-global-universities/fujian-university-of-technology-530178
912,engineering,"1,301",Universidade Federal de Uberlandia,Brazil,Uberlandia,28.2,32.2,N/A,https://www.usnews.com/education/best-global-universities/universidade-federal-de-uberlandia-529244
913,engineering,"1,208",Gyeongsang National University,South Korea,Jinju City,28.1,34.2,N/A,https://www.usnews.com/education/best-global-universities/gyeongsang-national-university-500897
914,engineering,,King Mongkuts University of Technology North Bangkok,Thailand,Bangkok,28.1,N/A,N/A,https://www.usnews.com/education/best-global-universities/king-mongkuts-university-of-technology-north-bangkok-529830
915,engineering,583,Kobe University,Japan,Kobe,28,48.7,"15,478",https://www.usnews.com/education/best-global-universities/kobe-university-504263
916,engineering,483,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Russia,Moscow (Russia),28,52,"4,932",https://www.usnews.com/education/best-global-universities/national-research-nuclear-university-mephi-moscow-engineering-physics-institute-528842
917,engineering,"1,046",Dongguk University,South Korea,Seoul,27.8,37.7,N/A,https://www.usnews.com/education/best-global-universities/dongguk-university-529173
918,engineering,478,Universite Cote d'Azur,France,Nice,27.8,52.2,N/A,https://www.usnews.com/education/best-global-universities/universite-cote-dazur-529682
919,engineering,750,University of Arkansas Fayetteville,United States,Fayetteville,27.8,44.4,"25,207",https://www.usnews.com/education/best-global-universities/university-of-arkansas-fayetteville-106397
920,engineering,199,University of Bergen,Norway,Bergen,27.8,63,"15,202",https://www.usnews.com/education/best-global-universities/university-of-bergen-500374
921,engineering,717,University of Delhi,India,New Delhi,27.8,45.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-delhi-504916
922,engineering,"1,691",Henan University of Technology,China,Zhengzhou,27.7,23.2,N/A,https://www.usnews.com/education/best-global-universities/henan-university-of-technology-529673
923,engineering,"1,734",Lanzhou University of Technology,China,Lanzhou,27.7,22.1,N/A,https://www.usnews.com/education/best-global-universities/lanzhou-university-of-technology-529641
924,engineering,447,ShanghaiTech University,China,Pudong,27.7,53.3,N/A,https://www.usnews.com/education/best-global-universities/shanghaitech-university-529508
925,engineering,526,"University of Natural Resources & Life Sciences, Vienna",Austria,Vienna,27.7,50.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-natural-resources-life-sciences-vienna-501157
926,engineering,"1,088",Florida Atlantic University,United States,Boca Raton,27.6,36.8,"26,794",https://www.usnews.com/education/best-global-universities/florida-atlantic-university-133669
927,engineering,"1,095",Central Queensland University,Australia,Rockhampton North,27.5,36.7,N/A,https://www.usnews.com/education/best-global-universities/central-queensland-university-529603
928,engineering,"1,198",Universidad de Valladolid,Spain,Valladolid,27.5,34.4,"21,780",https://www.usnews.com/education/best-global-universities/universidad-de-valladolid-501268
929,engineering,"1,049",Konkuk University,South Korea,Seoul,27.4,37.6,N/A,https://www.usnews.com/education/best-global-universities/konkuk-university-503911
930,engineering,"1,658",Nagoya Institute of Technology,Japan,Nagoya,27.4,24.3,N/A,https://www.usnews.com/education/best-global-universities/nagoya-institute-of-technology-529083
931,engineering,"1,880",Nanjing Institute of Technology,China,Nanjing,27.4,16.7,N/A,https://www.usnews.com/education/best-global-universities/nanjing-institute-of-technology-529873
932,engineering,912,Universidad de Cordoba,Spain,Cordoba (Spain),27.4,40.7,N/A,https://www.usnews.com/education/best-global-universities/universidad-de-cordoba-505807
933,engineering,587,University of New Hampshire,United States,"Durham (New Hampshire, U.S.)",27.4,48.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-new-hampshire-183044
934,engineering,"1,876",King Mongkuts Institute of Technology Ladkrabang,Thailand,Bangkok,27.3,17,"24,243",https://www.usnews.com/education/best-global-universities/king-mongkuts-institute-of-technology-ladkrabang-529645
935,engineering,964,University of Thessaly,Greece,Volos,27.3,39.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-thessaly-529034
936,engineering,,Toyohashi University of Technology,Japan,Toyohashi,27.2,N/A,N/A,https://www.usnews.com/education/best-global-universities/toyohashi-university-of-technology-530193
937,engineering,"1,116",Ajou University,South Korea,Suwon,27.1,36.2,"7,574",https://www.usnews.com/education/best-global-universities/ajou-university-504876
938,engineering,"1,361",Universidade Federal do Espirito Santo,Brazil,Vitoria,27.1,31,N/A,https://www.usnews.com/education/best-global-universities/universidade-federal-do-espirito-santo-529299
939,engineering,860,Hassan II University of Casablanca,Morocco,Casablanca,27,41.8,N/A,https://www.usnews.com/education/best-global-universities/hassan-ii-university-of-casablanca-529470
940,engineering,"1,894",Shandong Jianzhu University,China,Jinan,27,15.9,N/A,https://www.usnews.com/education/best-global-universities/shandong-jianzhu-university-529832
941,engineering,871,University of Alabama Huntsville,United States,Huntsville,27,41.5,N/A,https://www.usnews.com/education/best-global-universities/university-of-alabama-huntsville-100706
942,engineering,"1,535",University of Electro-Communications - Japan,Japan,Tokyo,27,27,"4,662",https://www.usnews.com/education/best-global-universities/university-of-electro-communications-japan-529005
943,engineering,984,Universitat Jaume I,Spain,Castellon,26.9,39.1,N/A,https://www.usnews.com/education/best-global-universities/universitat-jaume-i-528868
944,engineering,"1,658",University of Mazandaran,Iran,Babolsar,26.9,24.3,"13,320",https://www.usnews.com/education/best-global-universities/university-of-mazandaran-529472
945,engineering,"1,386",Northeast Forestry University - China,China,Harbin,26.8,30.4,N/A,https://www.usnews.com/education/best-global-universities/northeast-forestry-university-china-529095
946,engineering,"1,376",University of Calcutta,India,Kolkata,26.8,30.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-calcutta-529004
947,engineering,"1,203",University of Greenwich,United Kingdom,London (U.K.),26.7,34.3,"16,565",https://www.usnews.com/education/best-global-universities/university-of-greenwich-529153
948,engineering,"1,198",Dokuz Eylul University,Turkey,Izmir,26.6,34.4,N/A,https://www.usnews.com/education/best-global-universities/dokuz-eylul-university-503998
949,engineering,"1,309",Tokyo University of Agriculture & Technology,Japan,Tokyo,26.6,32,N/A,https://www.usnews.com/education/best-global-universities/tokyo-university-of-agriculture-technology-504314
950,engineering,,Universidade Federal de Itajuba,Brazil,Itajuba,26.6,N/A,N/A,https://www.usnews.com/education/best-global-universities/universidade-federal-de-itajuba-529825
951,engineering,"1,225",University of Paderborn,Germany,Paderborn,26.6,33.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-paderborn-529396
952,engineering,,"Arab Academy for Science, Technology & Maritime Transport",Egypt,Alexandria,26.5,N/A,N/A,https://www.usnews.com/education/best-global-universities/arab-academy-for-science-technology-maritime-transport-512745
953,engineering,"1,317",Universidad de Almeria,Spain,Almeria,26.5,31.8,N/A,https://www.usnews.com/education/best-global-universities/universidad-de-almeria-529210
954,engineering,"1,597",Universite de la Manouba,Tunisia,Manouba,26.5,25.7,"16,315",https://www.usnews.com/education/best-global-universities/universite-de-la-manouba-529717
955,engineering,"1,088",Chang Gung University,Taiwan,Taoyuan City,26.4,36.8,"7,016",https://www.usnews.com/education/best-global-universities/chang-gung-university-505417
956,engineering,"1,694",Universite Badji Mokhtar - Annaba,Algeria,Annaba,26.4,23.1,N/A,https://www.usnews.com/education/best-global-universities/universite-badji-mokhtar-annaba-529722
957,engineering,889,University of Limerick,Ireland,Limerick,26.4,41.1,N/A,https://www.usnews.com/education/best-global-universities/university-of-limerick-528976
958,engineering,"1,066",Yunnan University,China,Kunming,26.4,37.3,N/A,https://www.usnews.com/education/best-global-universities/yunnan-university-529189
959,engineering,"1,407",Henan University of Science & Technology,China,Luoyang,26.3,29.9,N/A,https://www.usnews.com/education/best-global-universities/henan-university-of-science-technology-529653
960,engineering,"1,746",Indian Institute of Technology (IIT) - Patna,India,Patna,26.3,21.7,N/A,https://www.usnews.com/education/best-global-universities/indian-institute-of-technology-iit-patna-529821
961,engineering,"1,758",North University of China,China,Taiyuan,26.3,21.4,N/A,https://www.usnews.com/education/best-global-universities/north-university-of-china-529839
962,engineering,992,Marmara University,Turkey,Istanbul,26.2,38.9,"62,045",https://www.usnews.com/education/best-global-universities/marmara-university-502695
963,engineering,429,University of Innsbruck,Austria,Innsbruck,26.2,53.7,"13,918",https://www.usnews.com/education/best-global-universities/university-of-innsbruck-504813
964,engineering,,Bundeswehr University Munich,Germany,Neubiberg,26.1,N/A,N/A,https://www.usnews.com/education/best-global-universities/bundeswehr-university-munich-529851
965,engineering,"1,303",Conservatoire National Arts & Metiers (CNAM),France,Paris,26.1,32.1,N/A,https://www.usnews.com/education/best-global-universities/conservatoire-national-arts-metiers-cnam-529693
966,engineering,989,Old Dominion University,United States,Norfolk,26.1,39,"18,705",https://www.usnews.com/education/best-global-universities/old-dominion-university-232982
967,engineering,"1,556",University of Nis,Serbia,Nis,26.1,26.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-nis-529197
968,engineering,"1,805",Xihua University,China,Chengdu,26.1,19.8,N/A,https://www.usnews.com/education/best-global-universities/xihua-university-529829
969,engineering,"1,002",Mohammed V University in Rabat,Morocco,Rabat,26,38.7,N/A,https://www.usnews.com/education/best-global-universities/mohammed-v-university-in-rabat-528985
970,engineering,"1,726",Qassim University,Saudi Arabia,Buraydah,26,22.3,N/A,https://www.usnews.com/education/best-global-universities/qassim-university-510947
971,engineering,816,Universidad de Concepcion,Chile,Concepcion,26,42.6,N/A,https://www.usnews.com/education/best-global-universities/universidad-de-concepcion-506070
972,engineering,984,Universitat Siegen,Germany,Siegen,26,39.1,N/A,https://www.usnews.com/education/best-global-universities/universitat-siegen-529388
973,engineering,920,Saarland University,Germany,Saarbrucken,25.9,40.5,N/A,https://www.usnews.com/education/best-global-universities/saarland-university-504282
974,engineering,"1,243",South Valley University Egypt,Egypt,Qena Governorate,25.9,33.5,N/A,https://www.usnews.com/education/best-global-universities/south-valley-university-egypt-530041
975,engineering,"1,821","Visvesvaraya National Institute of Technology, Nagpur",India,Nagpur,25.9,19,N/A,https://www.usnews.com/education/best-global-universities/visvesvaraya-national-institute-of-technology-nagpur-529828
976,engineering,"1,664",Zhengzhou University of Light Industry,China,Zhengzhou,25.9,24.1,N/A,https://www.usnews.com/education/best-global-universities/zhengzhou-university-of-light-industry-529838
977,engineering,"1,945",Army Engineering University of PLA,China,Nanjing,25.7,12.6,N/A,https://www.usnews.com/education/best-global-universities/army-engineering-university-of-pla-529776
978,engineering,"1,567",Gebze Technical University,Turkey,Gebze,25.7,26.3,"8,403",https://www.usnews.com/education/best-global-universities/gebze-technical-university-529430
979,engineering,"1,832",Huaiyin Institute of Technology,China,Huai'an,25.7,18.6,N/A,https://www.usnews.com/education/best-global-universities/huaiyin-institute-of-technology-529857
980,engineering,"1,636",North China University of Science & Technology,China,Tangshen,25.6,24.6,N/A,https://www.usnews.com/education/best-global-universities/north-china-university-of-science-technology-529518
981,engineering,896,Universidad de Antioquia,Colombia,Antioquia,25.6,41,N/A,https://www.usnews.com/education/best-global-universities/universidad-de-antioquia-528980
982,engineering,"1,386",Universita Mediterranea di Reggio Calabria,Italy,Reggio Calabria,25.5,30.4,N/A,https://www.usnews.com/education/best-global-universities/universita-mediterranea-di-reggio-calabria-529840
983,engineering,"1,425",Universidad Autonoma de Nuevo Leon,Mexico,Monterrey,25.4,29.5,N/A,https://www.usnews.com/education/best-global-universities/universidad-autonoma-de-nuevo-leon-529185
984,engineering,"1,361",Universidad de Guadalajara,Mexico,Guadalajara,25.4,31,N/A,https://www.usnews.com/education/best-global-universities/universidad-de-guadalajara-529203
985,engineering,739,Chiang Mai University,Thailand,Chiang Mai,25,44.6,"34,110",https://www.usnews.com/education/best-global-universities/chiang-mai-university-500257
986,engineering,"1,726",Chongqing Jiaotong University,China,Chongqing,25,22.3,N/A,https://www.usnews.com/education/best-global-universities/chongqing-jiaotong-university-529852
987,engineering,"1,483",Delhi Technological University,India,Delhi,25,28.1,N/A,https://www.usnews.com/education/best-global-universities/delhi-technological-university-529835
988,engineering,"1,653",Nagaoka University of Technology,Japan,Nagaoka,25,24.4,N/A,https://www.usnews.com/education/best-global-universities/nagaoka-university-of-technology-529077
989,engineering,"1,438",Ritsumeikan University,Japan,Kyoto,25,29.2,N/A,https://www.usnews.com/education/best-global-universities/ritsumeikan-university-528871
990,engineering,"1,857",Rzeszow University of Technology,Poland,RzeszÃ³w,25,17.8,N/A,https://www.usnews.com/education/best-global-universities/rzeszow-university-of-technology-529834
991,engineering,"1,792",Technical University Czestochowa,Poland,Czestochowa,25,20.3,N/A,https://www.usnews.com/education/best-global-universities/technical-university-czestochowa-529571
992,engineering,"1,671",Shahrekord University,Iran,Shahrekord,24.9,23.9,N/A,https://www.usnews.com/education/best-global-universities/shahrekord-university-529831
993,engineering,"1,049",Universidad de Extremadura,Spain,Merida,24.9,37.6,N/A,https://www.usnews.com/education/best-global-universities/universidad-de-extremadura-529022
994,engineering,"1,526",Jeju National University,South Korea,Jeju,24.6,27.1,N/A,https://www.usnews.com/education/best-global-universities/jeju-national-university-529118
995,engineering,"1,795",Sidi Mohamed Ben Abdellah University of Fez,Morocco,Fes-Menkes,24.6,20.2,N/A,https://www.usnews.com/education/best-global-universities/sidi-mohamed-ben-abdellah-university-of-fez-530071
996,engineering,844,Universidad de Alcala,Spain,Madrid,24.6,42.2,"15,941",https://www.usnews.com/education/best-global-universities/universidad-de-alcala-528978
997,engineering,"1,767",Chongqing University of Technology,China,Banan,24.5,21.2,N/A,https://www.usnews.com/education/best-global-universities/chongqing-university-of-technology-529845
998,engineering,"1,446",Daegu Gyeongbuk Institute of Science & Technology (DGIST),South Korea,Deagu,24.5,29,N/A,https://www.usnews.com/education/best-global-universities/daegu-gyeongbuk-institute-of-science-technology-dgist-529431
999,engineering,"1,788",Kalinga Institute of Industrial Technology (KIIT),India,Bhubaneswar,24.5,20.4,N/A,https://www.usnews.com/education/best-global-universities/kalinga-institute-of-industrial-technology-kiit-529846
1000,engineering,"1,489",Technische Universitat Chemnitz,Germany,Chemnitz,24.5,28,N/A,https://www.usnews.com/education/best-global-universities/technische-universitat-chemnitz-528989
1,environment-ecology,1,Harvard University,United States,Cambridge (U.S.),100,100,"21,887",https://www.usnews.com/education/best-global-universities/harvard-university-166027
2,environment-ecology,3,Stanford University,United States,Stanford,99.5,95.2,"16,164",https://www.usnews.com/education/best-global-universities/stanford-university-243744
3,environment-ecology,5,University of Oxford,United Kingdom,Oxford,98.7,86.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-oxford-503637
4,environment-ecology,29,ETH Zurich,Switzerland,Zurich,97.7,79.3,"21,209",https://www.usnews.com/education/best-global-universities/eth-zurich-502241
5,environment-ecology,89,Wageningen University & Research,Netherlands,Wageningen,97.7,71.3,"15,404",https://www.usnews.com/education/best-global-universities/wageningen-university-research-501112
6,environment-ecology,4,University of California Berkeley,United States,Berkeley,97.3,88.7,"40,921",https://www.usnews.com/education/best-global-universities/university-of-california-berkeley-110635
7,environment-ecology,23,Tsinghua University,China,Beijing,95.8,81.3,N/A,https://www.usnews.com/education/best-global-universities/tsinghua-university-503146
8,environment-ecology,36,University of Queensland,Australia,Brisbane,95.8,77.2,"41,372",https://www.usnews.com/education/best-global-universities/university-of-queensland-500164
9,environment-ecology,39,Peking University,China,Beijing,94.7,76.8,"31,994",https://www.usnews.com/education/best-global-universities/peking-university-501148
10,environment-ecology,13,Imperial College London,United Kingdom,London (U.K.),93.7,84.3,"18,455",https://www.usnews.com/education/best-global-universities/imperial-college-london-505571
11,environment-ecology,11,Yale University,United States,New Haven,93.3,84.6,"13,482",https://www.usnews.com/education/best-global-universities/yale-university-130794
12,environment-ecology,57,University of Minnesota Twin Cities,United States,Minneapolis,92.7,74.3,"45,276",https://www.usnews.com/education/best-global-universities/university-of-minnesota-twin-cities-174066
13,environment-ecology,8,University of Cambridge,United Kingdom,Cambridge (U.K.),92.5,86.1,"20,385",https://www.usnews.com/education/best-global-universities/university-of-cambridge-502149
14,environment-ecology,35,University of British Columbia,Canada,Vancouver,91.9,77.5,"58,590",https://www.usnews.com/education/best-global-universities/university-of-british-columbia-499976
15,environment-ecology,6,University of Washington Seattle,United States,Seattle,91.5,86.6,"47,727",https://www.usnews.com/education/best-global-universities/university-of-washington-seattle-236948
16,environment-ecology,152,University of Exeter,United Kingdom,Exeter,88.5,66.1,"24,940",https://www.usnews.com/education/best-global-universities/university-of-exeter-502021
17,environment-ecology,73,University of California Davis,United States,Davis,87.5,72.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-california-davis-110644
18,environment-ecology,70,University of Colorado Boulder,United States,Boulder,87.3,73.1,"34,928",https://www.usnews.com/education/best-global-universities/university-of-colorado-boulder-126614
19,environment-ecology,42,University of Copenhagen,Denmark,Copenhagen,87.2,76.2,N/A,https://www.usnews.com/education/best-global-universities/university-of-copenhagen-503710
20,environment-ecology,67,University of California Santa Barbara,United States,Santa Barbara,87,73.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-california-santa-barbara-110705
21,environment-ecology,98,University of Florida,United States,Gainesville,86.7,70.4,"46,807",https://www.usnews.com/education/best-global-universities/university-of-florida-134130
22,environment-ecology,44,Utrecht University,Netherlands,Utrecht,86.7,75.7,"32,532",https://www.usnews.com/education/best-global-universities/utrecht-university-505962
23,environment-ecology,356,Swedish University of Agricultural Sciences,Sweden,Uppsala,86.5,55.8,N/A,https://www.usnews.com/education/best-global-universities/swedish-university-of-agricultural-sciences-503091
24,environment-ecology,194,Universite de Montpellier,France,Montpellier,85.6,63.3,"40,179",https://www.usnews.com/education/best-global-universities/universite-de-montpellier-528813
25,environment-ecology,12,University College London,United Kingdom,London (U.K.),85.6,84.4,"36,900",https://www.usnews.com/education/best-global-universities/university-college-london-501693
26,environment-ecology,16,Princeton University,United States,Princeton,85.4,83.9,N/A,https://www.usnews.com/education/best-global-universities/princeton-university-186131
27,environment-ecology,25,Duke University,United States,"Durham (North Carolina, U.S.)",85.3,80.7,N/A,https://www.usnews.com/education/best-global-universities/duke-university-198419
28,environment-ecology,127,Stockholm University,Sweden,Stockholm,85.3,67.8,N/A,https://www.usnews.com/education/best-global-universities/stockholm-university-505458
29,environment-ecology,21,Cornell University,United States,Ithaca,85,82.9,"24,027",https://www.usnews.com/education/best-global-universities/cornell-university-190415
30,environment-ecology,109,Aarhus University,Denmark,Aarhus,84.8,69.1,"26,475",https://www.usnews.com/education/best-global-universities/aarhus-university-502125
31,environment-ecology,93,Zhejiang University,China,Hangzhou,84.6,70.7,"44,636",https://www.usnews.com/education/best-global-universities/zhejiang-university-504773
32,environment-ecology,37,University of New South Wales Sydney,Australia,Kensington,84.5,77,"45,133",https://www.usnews.com/education/best-global-universities/university-of-new-south-wales-sydney-502434
33,environment-ecology,14,University of California Los Angeles,United States,Los Angeles,84.2,84.2,"43,289",https://www.usnews.com/education/best-global-universities/university-of-california-los-angeles-110662
34,environment-ecology,63,University of Wisconsin Madison,United States,Madison,83.9,73.8,"40,701",https://www.usnews.com/education/best-global-universities/university-of-wisconsin-madison-240444
35,environment-ecology,2,Massachusetts Institute of Technology (MIT),United States,Cambridge (U.S.),83.7,97.7,"11,415",https://www.usnews.com/education/best-global-universities/massachusetts-institute-of-technology-mit-166683
36,environment-ecology,7,Columbia University,United States,New York City,83.2,86.5,"21,781",https://www.usnews.com/education/best-global-universities/columbia-university-190150
37,environment-ecology,26,National University of Singapore,Singapore,Singapore,83,80.4,"32,337",https://www.usnews.com/education/best-global-universities/national-university-of-singapore-505009
38,environment-ecology,19,University of Michigan,United States,Ann Arbor,82.8,83.4,"46,146",https://www.usnews.com/education/best-global-universities/university-of-michigan-170976
39,environment-ecology,54,McGill University,Canada,Montreal,82.4,74.6,"32,309",https://www.usnews.com/education/best-global-universities/mcgill-university-499986
40,environment-ecology,276,Colorado State University,United States,Fort Collins,82.3,59.4,"29,351",https://www.usnews.com/education/best-global-universities/colorado-state-university-126818
41,environment-ecology,324,James Cook University,Australia,Townsville City,82.3,57.3,"12,825",https://www.usnews.com/education/best-global-universities/james-cook-university-506320
42,environment-ecology,99,University of Helsinki,Finland,Helsinki,81.8,70.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-helsinki-501989
43,environment-ecology,120,Universidade de Sao Paulo,Brazil,Sao Paulo,81.5,68.5,"82,010",https://www.usnews.com/education/best-global-universities/universidade-de-sao-paulo-500437
44,environment-ecology,34,University of Edinburgh,United Kingdom,Edinburgh,81.4,77.8,"32,800",https://www.usnews.com/education/best-global-universities/university-of-edinburgh-505832
45,environment-ecology,269,Beijing Normal University,China,Beijing,81.3,59.7,N/A,https://www.usnews.com/education/best-global-universities/beijing-normal-university-506588
46,environment-ecology,112,Lund University,Sweden,Lund,81,69,N/A,https://www.usnews.com/education/best-global-universities/lund-university-500083
47,environment-ecology,112,"University of Chinese Academy of Sciences, CAS",China,Beijing,80.9,69,N/A,https://www.usnews.com/education/best-global-universities/university-of-chinese-academy-of-sciences-cas-529679
48,environment-ecology,27,University of Melbourne,Australia,Parkville,80.8,80.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-melbourne-501796
49,environment-ecology,108,University of Arizona,United States,Tucson,80.4,69.2,"39,797",https://www.usnews.com/education/best-global-universities/university-of-arizona-104179
50,environment-ecology,116,Michigan State University,United States,East Lansing,80.1,68.8,"45,465",https://www.usnews.com/education/best-global-universities/michigan-state-university-171100
51,environment-ecology,18,University of Toronto,Canada,Toronto,79.8,83.8,"77,468",https://www.usnews.com/education/best-global-universities/university-of-toronto-499968
52,environment-ecology,129,Sun Yat Sen University,China,Guangzhou,79.4,67.5,"58,208",https://www.usnews.com/education/best-global-universities/sun-yat-sen-university-506062
53,environment-ecology,83,University of Western Australia,Australia,Crawley,79.1,72.2,"18,405",https://www.usnews.com/education/best-global-universities/university-of-western-australia-503979
54,environment-ecology,82,Vrije Universiteit Amsterdam,Netherlands,Amsterdam,79.1,72.3,N/A,https://www.usnews.com/education/best-global-universities/vrije-universiteit-amsterdam-500669
55,environment-ecology,57,University of Maryland College Park,United States,College Park,78.9,74.3,"33,775",https://www.usnews.com/education/best-global-universities/university-of-maryland-college-park-163286
56,environment-ecology,84,University of California Irvine,United States,Irvine,78.8,71.9,"36,655",https://www.usnews.com/education/best-global-universities/university-of-california-irvine-110653
57,environment-ecology,163,University of Gottingen,Germany,Gottingen,78.8,65.7,"30,221",https://www.usnews.com/education/best-global-universities/university-of-gottingen-502609
58,environment-ecology,69,Ecole Polytechnique Federale de Lausanne,Switzerland,Lausanne,78.7,73.2,"11,641",https://www.usnews.com/education/best-global-universities/ecole-polytechnique-federale-de-lausanne-501629
59,environment-ecology,95,King Abdullah University of Science & Technology,Saudi Arabia,Thuwal,78.6,70.6,N/A,https://www.usnews.com/education/best-global-universities/king-abdullah-university-of-science-technology-510489
60,environment-ecology,299,Oregon State University,United States,Corvallis,78.4,58.3,N/A,https://www.usnews.com/education/best-global-universities/oregon-state-university-209542
61,environment-ecology,30,Nanyang Technological University,Singapore,Singapore,78.3,79,"24,651",https://www.usnews.com/education/best-global-universities/nanyang-technological-university-503366
62,environment-ecology,143,Autonomous University of Barcelona,Spain,Barcelona,77.8,66.8,"31,933",https://www.usnews.com/education/best-global-universities/autonomous-university-of-barcelona-505700
63,environment-ecology,9,California Institute of Technology,United States,Pasadena,77.2,85.6,"2,237",https://www.usnews.com/education/best-global-universities/california-institute-of-technology-110404
64,environment-ecology,62,Australian National University,Australia,Canberra,76.7,73.9,"16,758",https://www.usnews.com/education/best-global-universities/australian-national-university-503825
